protocol,start,end,sum
TCP,7404,80,1
TCP,64854,80,1
TCP,33469,80,1
TCP,22567,80,1
TCP,50734,80,1
TCP,44403,80,1
TCP,80,27420,1
TCP,6956,80,1
TCP,52010,80,1
TCP,3595,80,1
TCP,26598,80,2
TCP,32584,80,1
TCP,25406,80,1
TCP,80,2817,1
TCP,3782,80,1
TCP,47027,80,1
TCP,12594,80,1
TCP,48217,80,1
TCP,80,27588,1
TCP,44146,80,1
TCP,27993,80,1
TCP,44942,80,1
TCP,64780,80,1
TCP,40057,80,1
TCP,39301,80,1
TCP,80,31046,1
TCP,64010,80,1
TCP,35277,80,2
TCP,80,29932,1
TCP,26328,80,1
TCP,15572,80,1
TCP,80,12539,1
TCP,57439,80,1
TCP,36277,80,1
TCP,46029,80,1
TCP,4819,80,2
TCP,3868,80,1
TCP,80,30061,1
TCP,6777,80,1
TCP,52763,80,1
TCP,41758,80,1
TCP,17877,80,1
TCP,56159,80,1
TCP,80,4036,1
TCP,10790,80,1
TCP,80,28840,1
TCP,80,3133,1
TCP,54949,80,1
TCP,54676,80,1
TCP,27499,80,1
TCP,80,54568,2
TCP,80,31119,1
TCP,80,45189,1
TCP,46937,80,1
TCP,35805,80,1
TCP,24675,80,1
TCP,80,38459,2
TCP,60336,80,1
TCP,10453,80,1
TCP,80,38538,1
TCP,61336,80,1
TCP,36119,80,1
TCP,2710,80,1
TCP,80,1274,1
TCP,80,53906,1
TCP,50792,80,1
TCP,20222,80,1
TCP,40580,80,1
TCP,50171,80,1
TCP,49206,80,2
TCP,52169,80,1
TCP,12403,80,1
TCP,32429,80,1
TCP,54500,80,2
TCP,59830,80,1
TCP,43422,80,1
TCP,6549,80,1
TCP,1231,80,1
TCP,46597,80,1
TCP,15223,80,1
TCP,60305,80,1
TCP,25077,80,1
TCP,52184,80,1
TCP,21492,80,1
TCP,36636,80,1
TCP,12396,80,1
TCP,80,36509,1
TCP,48985,80,1
TCP,3698,80,1
TCP,4846,80,1
TCP,37009,80,1
TCP,80,46989,1
TCP,80,44287,1
TCP,41546,80,2
TCP,80,16702,1
TCP,16021,80,1
TCP,44039,80,2
TCP,80,45056,1
TCP,45014,80,1
TCP,8230,80,1
TCP,52729,80,1
TCP,23123,80,1
TCP,52734,80,2
TCP,62772,80,1
TCP,33962,80,1
TCP,33088,80,1
TCP,58894,80,1
TCP,1859,80,1
TCP,80,9531,1
TCP,6928,80,1
TCP,8214,80,2
TCP,45645,80,1
TCP,51336,80,1
TCP,54112,80,1
TCP,46854,80,1
TCP,59673,80,1
TCP,51576,80,1
TCP,56254,80,1
TCP,31079,80,2
TCP,36841,80,1
TCP,58785,80,1
TCP,45007,80,1
TCP,7425,80,1
TCP,80,26800,1
TCP,80,58288,1
TCP,41283,80,1
TCP,80,58752,1
TCP,3185,80,2
TCP,80,65140,1
TCP,64062,80,1
TCP,45553,80,1
TCP,4659,80,1
TCP,47528,80,1
TCP,5483,80,2
TCP,38587,80,1
TCP,22037,80,1
TCP,8552,80,1
TCP,80,40693,1
TCP,40556,80,2
TCP,57333,80,1
TCP,80,21182,1
TCP,57554,80,1
TCP,31482,80,1
TCP,64524,80,1
TCP,80,3265,1
TCP,3921,80,1
TCP,80,43324,1
TCP,33221,80,1
TCP,15695,80,1
TCP,52833,80,1
TCP,12795,80,1
TCP,34534,80,2
TCP,80,22111,1
TCP,34685,80,1
TCP,45306,80,1
TCP,80,61888,1
TCP,60632,80,2
TCP,39659,80,1
TCP,47000,80,1
TCP,51184,80,1
TCP,29629,80,1
TCP,30709,80,1
TCP,5873,80,1
TCP,41816,80,1
TCP,10394,80,1
TCP,1877,80,1
TCP,53007,80,1
TCP,63388,80,1
TCP,17944,80,1
TCP,6806,80,1
TCP,54988,80,1
TCP,80,50976,1
TCP,40665,80,1
TCP,5305,80,1
TCP,80,15131,1
TCP,62482,80,1
TCP,47975,80,1
TCP,80,53223,1
TCP,30200,80,1
TCP,1854,80,1
TCP,80,41508,1
TCP,35574,80,1
TCP,6259,80,1
TCP,49536,80,1
TCP,31245,80,1
TCP,38955,80,1
UDP,57415,44473,1
TCP,39022,80,1
TCP,20462,80,1
TCP,80,7631,1
TCP,6809,443,1
TCP,43530,80,1
TCP,65238,80,1
TCP,50079,80,2
TCP,24805,80,1
TCP,80,1765,1
TCP,18277,80,1
TCP,80,62407,1
TCP,35538,80,1
TCP,80,55071,1
TCP,80,41885,1
TCP,80,9166,1
TCP,57231,80,2
TCP,55297,80,1
TCP,20192,80,1
TCP,57380,80,1
TCP,9192,80,1
TCP,22732,80,2
TCP,1229,80,1
TCP,63683,80,1
TCP,31600,80,1
TCP,80,23790,1
TCP,24326,80,1
TCP,58260,80,1
TCP,1514,80,1
TCP,36792,80,2
TCP,7907,80,1
TCP,30091,80,2
TCP,50924,80,1
TCP,46936,80,1
TCP,35774,80,3
TCP,18348,80,1
TCP,80,49974,1
TCP,16711,80,1
TCP,63612,80,2
TCP,80,32311,1
TCP,80,38950,1
TCP,8539,80,1
TCP,36464,80,1
TCP,32825,80,1
TCP,9484,80,1
TCP,14025,80,1
TCP,10380,80,1
TCP,21591,80,1
TCP,80,13377,1
TCP,24457,80,1
TCP,53194,18229,1
TCP,52175,80,1
TCP,46253,80,1
TCP,49022,80,1
TCP,6608,80,1
TCP,80,59071,1
TCP,80,43107,1
TCP,42103,80,1
TCP,54540,80,1
TCP,53012,80,1
TCP,80,27609,1
TCP,44177,80,1
TCP,53032,80,1
TCP,49158,80,1
TCP,60705,80,1
TCP,80,24744,1
TCP,5912,80,1
TCP,33613,80,1
TCP,58274,80,2
TCP,80,49874,1
TCP,80,57840,1
TCP,48940,80,1
TCP,2591,80,1
TCP,7510,80,2
TCP,80,29260,2
TCP,45050,80,1
TCP,32185,80,1
TCP,6401,80,1
TCP,80,2309,1
TCP,49795,80,1
TCP,44429,80,1
TCP,21477,80,1
TCP,44434,80,1
TCP,60859,80,1
TCP,23735,80,1
TCP,46000,80,1
TCP,80,59943,1
TCP,80,11613,1
TCP,80,26158,1
TCP,30854,80,1
TCP,27417,80,1
TCP,32652,80,1
TCP,3711,80,1
TCP,51194,80,1
TCP,42094,80,1
TCP,80,1824,1
TCP,80,59081,1
TCP,80,48280,1
TCP,18931,80,1
TCP,80,59209,1
TCP,80,49248,2
TCP,19566,80,1
TCP,43296,80,1
TCP,56173,443,1
TCP,80,43812,1
TCP,22353,80,1
TCP,55542,80,1
TCP,15027,80,1
TCP,39260,80,1
TCP,28391,80,1
TCP,80,42808,1
TCP,49995,80,1
TCP,28617,80,1
TCP,45318,80,1
TCP,53374,80,1
TCP,18421,80,1
TCP,31395,80,1
TCP,44273,80,1
TCP,38535,80,1
TCP,8822,80,1
TCP,43591,80,2
TCP,80,41545,3
TCP,37880,80,1
TCP,15007,80,2
TCP,8833,80,1
TCP,12821,80,1
TCP,80,44034,1
TCP,33730,80,1
TCP,30457,80,1
TCP,80,15254,1
TCP,55474,80,1
TCP,49794,80,1
TCP,43405,80,1
TCP,11203,80,1
TCP,54924,80,1
TCP,2006,80,1
TCP,26585,80,2
TCP,48489,80,1
TCP,80,52410,1
TCP,55112,80,1
TCP,11910,80,1
TCP,60688,80,1
TCP,57033,80,1
TCP,80,29772,1
TCP,62723,80,1
TCP,80,29550,1
TCP,39940,80,2
TCP,46200,80,1
TCP,7617,80,1
TCP,40590,80,2
TCP,17797,80,1
TCP,60149,80,1
TCP,31834,80,1
TCP,80,48334,1
TCP,5951,80,1
TCP,22995,80,1
TCP,39540,80,1
TCP,6537,80,1
TCP,80,4465,2
TCP,80,43493,1
TCP,80,6234,1
TCP,61903,80,1
TCP,56755,80,1
TCP,80,57994,1
TCP,16961,80,1
TCP,8395,80,1
TCP,80,24810,1
TCP,29522,80,1
TCP,9395,80,1
TCP,19127,80,1
TCP,6363,80,2
TCP,2986,80,1
TCP,62308,80,1
TCP,28443,80,2
TCP,59020,80,1
TCP,28593,80,1
TCP,38368,80,1
TCP,57751,80,1
TCP,15777,80,1
TCP,80,63895,1
TCP,11670,80,2
TCP,15370,80,1
TCP,80,49194,1
TCP,15701,80,1
TCP,80,16923,1
TCP,80,9128,1
TCP,46496,80,2
TCP,55718,80,1
TCP,80,23042,1
TCP,52572,80,1
TCP,9558,80,1
TCP,38048,80,1
TCP,80,22651,1
TCP,57072,80,1
TCP,64791,80,1
TCP,80,59964,1
TCP,34375,80,1
TCP,24092,80,1
TCP,22269,80,1
TCP,80,8008,1
TCP,3831,80,2
UDP,1900,33588,26
TCP,59934,80,1
TCP,29383,80,1
TCP,39682,80,1
TCP,57370,80,1
TCP,80,54348,1
TCP,45402,80,1
TCP,80,58157,1
TCP,80,62485,1
TCP,11501,80,1
TCP,42124,80,1
TCP,10063,80,1
TCP,24627,80,1
TCP,53296,80,1
TCP,80,21457,1
TCP,80,64744,1
TCP,58182,80,1
TCP,53364,80,1
TCP,50382,80,1
TCP,80,49278,1
TCP,80,48012,2
TCP,23484,80,1
TCP,3242,80,1
TCP,80,38884,1
TCP,54295,80,1
TCP,50232,80,1
TCP,63356,80,1
TCP,4310,80,1
TCP,6431,80,1
TCP,3281,80,1
TCP,19675,80,1
TCP,54849,80,1
TCP,31256,80,1
TCP,59465,80,1
TCP,80,32834,1
TCP,80,36495,1
TCP,55524,80,1
TCP,56087,80,2
TCP,80,59672,1
TCP,3756,80,1
TCP,80,28425,1
TCP,58022,80,1
TCP,48194,80,1
TCP,47269,80,1
TCP,33382,80,1
TCP,80,2200,2
TCP,39240,80,1
TCP,40971,80,1
TCP,3004,80,1
TCP,80,57589,1
TCP,19258,80,1
TCP,35368,80,1
TCP,28397,80,1
TCP,59334,80,1
TCP,34619,80,1
TCP,46581,80,1
TCP,39465,443,1
TCP,80,51738,1
TCP,80,16574,1
TCP,52726,80,1
TCP,13717,80,1
TCP,80,39797,1
TCP,7136,80,1
TCP,64789,80,1
TCP,22706,80,1
TCP,13240,80,1
TCP,64176,80,2
TCP,47964,80,1
TCP,33451,80,2
TCP,51108,80,1
TCP,80,32932,1
TCP,32421,80,1
TCP,33106,80,1
TCP,6397,80,1
TCP,80,36586,1
TCP,26940,80,1
TCP,80,40326,1
TCP,37372,80,1
TCP,80,24227,1
TCP,41187,80,1
TCP,29018,80,1
TCP,6574,80,1
TCP,80,20950,1
TCP,62263,80,2
TCP,133,80,1
TCP,7219,80,1
TCP,5753,80,1
TCP,61870,80,1
TCP,37539,80,2
TCP,16742,80,1
TCP,54170,80,1
TCP,4708,80,1
TCP,80,29633,1
TCP,80,32943,1
TCP,53057,80,1
TCP,16659,80,1
TCP,80,5022,1
TCP,44937,80,1
TCP,63254,80,1
TCP,80,24037,1
TCP,45905,80,1
TCP,19486,80,1
TCP,4855,80,2
TCP,80,32981,1
TCP,10673,80,2
TCP,62633,80,2
TCP,80,9261,1
TCP,37659,80,1
TCP,14109,80,1
TCP,40436,80,1
TCP,10651,80,1
TCP,29060,80,1
TCP,8999,80,1
TCP,80,63432,1
TCP,11054,80,1
TCP,80,38194,1
TCP,11693,80,2
TCP,31617,80,4
TCP,57203,80,1
TCP,2674,80,1
TCP,50753,80,1
TCP,4930,80,1
TCP,3349,80,1
TCP,40987,80,1
TCP,80,61425,1
TCP,32678,80,1
TCP,80,37170,1
TCP,80,49146,2
TCP,80,41269,1
TCP,38518,80,2
TCP,80,23386,1
TCP,22861,80,1
TCP,80,54943,1
TCP,80,55748,1
TCP,33446,80,1
TCP,43743,80,1
TCP,5219,80,1
TCP,80,52390,1
TCP,51268,80,1
TCP,50268,80,1
TCP,11844,80,1
TCP,80,29835,1
TCP,32766,80,1
TCP,19787,80,1
TCP,53838,80,1
TCP,60333,80,1
TCP,21241,80,2
TCP,80,14938,1
TCP,80,8275,2
TCP,23957,80,1
TCP,80,56311,1
TCP,59408,80,1
TCP,80,14830,1
TCP,80,40006,1
TCP,39059,80,1
TCP,42547,80,1
TCP,32700,80,1
TCP,51767,80,1
TCP,46976,80,1
TCP,31175,80,1
TCP,57372,80,1
TCP,58673,80,1
TCP,40567,80,1
TCP,34189,80,1
TCP,27801,80,1
TCP,19300,80,1
TCP,12599,80,1
TCP,80,38008,1
TCP,44997,80,1
TCP,62065,80,1
TCP,80,33841,1
TCP,28042,80,1
TCP,27162,80,1
TCP,5319,80,5
TCP,47861,80,1
TCP,62318,80,1
TCP,43037,80,1
TCP,64000,80,1
UDP,8642,25580,1
TCP,80,1197,1
TCP,80,28504,1
TCP,47664,80,1
TCP,6998,80,1
TCP,64912,80,1
TCP,49083,80,1
TCP,80,56428,1
TCP,80,15951,1
TCP,22619,80,1
TCP,18554,80,2
TCP,55445,80,1
TCP,7390,80,1
TCP,62653,80,1
TCP,50903,80,1
TCP,80,50265,1
TCP,23076,80,1
TCP,15863,80,1
TCP,80,37967,1
TCP,80,3835,1
TCP,2823,80,1
TCP,80,52723,1
TCP,59336,80,1
TCP,49068,80,1
TCP,37369,80,1
TCP,62813,80,1
TCP,36095,80,2
TCP,35278,80,1
TCP,65148,80,1
TCP,44638,80,1
TCP,18921,80,1
TCP,80,12657,1
TCP,23089,80,1
TCP,14043,80,1
TCP,64499,80,1
TCP,49471,80,1
TCP,45512,80,1
TCP,80,24076,1
TCP,8547,80,1
TCP,15652,80,1
TCP,11950,80,1
TCP,28916,80,1
TCP,54066,80,1
TCP,80,29114,1
TCP,46388,80,1
TCP,80,12784,1
TCP,64962,80,1
TCP,80,63260,1
TCP,23562,80,2
TCP,80,17370,1
TCP,36235,80,2
TCP,15408,80,1
TCP,61372,80,1
TCP,29287,80,1
TCP,41408,80,1
TCP,41879,80,1
TCP,1601,80,1
TCP,25182,80,1
TCP,27158,80,1
TCP,19173,80,1
TCP,25574,80,1
TCP,57046,80,2
TCP,20512,80,2
TCP,42487,80,1
TCP,16194,80,1
TCP,64243,80,1
TCP,5373,80,1
TCP,15995,80,1
TCP,21694,80,1
TCP,12783,80,1
TCP,13107,80,2
TCP,80,17127,1
TCP,80,40472,1
TCP,33235,80,1
TCP,8212,80,1
TCP,42670,80,2
TCP,80,44970,1
TCP,13995,80,2
TCP,80,41308,1
TCP,10507,80,2
TCP,58750,80,1
TCP,80,27077,1
TCP,80,6320,1
TCP,44652,80,1
TCP,45143,80,1
TCP,7501,80,1
TCP,6219,80,1
TCP,64377,80,1
TCP,80,24361,1
TCP,80,2502,1
TCP,80,22573,1
TCP,2324,80,1
TCP,62041,80,1
TCP,2733,80,1
TCP,40091,80,1
TCP,23469,80,1
TCP,80,12949,1
TCP,80,15461,1
TCP,62644,80,2
TCP,80,17234,1
TCP,9300,80,1
TCP,35567,80,1
TCP,26593,443,1
TCP,80,15530,1
TCP,42676,80,2
TCP,21317,80,1
TCP,8206,80,1
UDP,40547,44473,1
TCP,61859,80,1
TCP,12041,80,1
TCP,80,58435,1
TCP,80,64827,1
TCP,80,36436,1
TCP,4503,80,2
TCP,56834,80,1
TCP,80,30235,1
TCP,61922,80,1
TCP,80,7072,1
TCP,20978,80,1
TCP,65189,80,2
TCP,9037,80,1
TCP,38916,80,1
TCP,54031,80,1
TCP,26501,80,2
TCP,80,28269,1
TCP,30821,80,1
TCP,52336,80,2
TCP,35305,80,1
TCP,60142,80,1
TCP,50272,80,1
TCP,52204,80,1
TCP,32540,80,1
TCP,575,80,1
TCP,62009,80,1
TCP,28099,80,1
TCP,163,80,1
TCP,10206,80,1
TCP,80,51190,1
TCP,57582,80,1
TCP,38548,80,1
TCP,41256,80,1
TCP,80,27084,1
TCP,50261,80,1
TCP,51677,80,2
TCP,12051,80,1
TCP,80,21283,1
TCP,80,26119,1
TCP,80,33212,1
TCP,34553,80,1
TCP,80,38100,1
TCP,32066,80,2
TCP,59864,59798,1
TCP,1687,80,1
TCP,19301,80,2
TCP,80,24175,1
TCP,57561,80,3
TCP,80,36597,1
TCP,80,23907,1
TCP,80,20495,1
TCP,80,33760,1
TCP,37510,80,2
TCP,15640,80,1
TCP,80,43630,1
TCP,18572,80,1
TCP,28836,80,1
TCP,2177,80,1
TCP,26898,80,1
TCP,51013,80,1
TCP,9188,80,2
TCP,64368,80,1
TCP,59936,80,1
TCP,30745,80,1
TCP,1021,80,1
TCP,12813,80,1
TCP,80,56752,1
TCP,39950,80,1
TCP,80,31299,1
TCP,80,48034,1
TCP,80,58878,1
TCP,56728,80,1
TCP,56331,80,2
TCP,80,13465,1
TCP,12077,80,1
TCP,38390,80,2
TCP,80,44620,1
TCP,80,39124,1
TCP,57914,80,1
TCP,28227,80,1
TCP,45252,80,1
TCP,29304,80,1
TCP,61925,80,1
TCP,80,56167,1
TCP,4504,80,1
TCP,24795,80,1
TCP,82,40567,1
TCP,61914,80,1
TCP,50188,80,1
TCP,59037,80,1
TCP,38610,80,1
TCP,7078,80,1
TCP,50306,80,1
TCP,59364,80,1
TCP,80,26455,1
TCP,13828,80,1
TCP,22350,80,1
TCP,37070,80,1
TCP,5224,80,2
TCP,58999,80,2
TCP,41974,80,1
TCP,80,53049,1
TCP,37367,80,1
TCP,37345,80,1
TCP,80,41510,1
TCP,24736,80,1
TCP,6630,80,1
TCP,52001,80,1
TCP,47877,80,1
TCP,80,23751,1
TCP,80,26471,1
TCP,7058,80,1
TCP,30443,80,2
TCP,80,7231,1
TCP,80,4333,1
TCP,80,42841,1
TCP,22125,80,1
TCP,47904,80,1
TCP,25052,80,1
TCP,80,48186,1
TCP,80,44522,1
TCP,80,28104,2
TCP,15222,80,1
TCP,5567,80,2
TCP,50572,80,1
TCP,35451,80,1
TCP,39109,80,1
TCP,9862,80,1
TCP,65421,80,1
TCP,10452,80,1
TCP,80,9072,1
TCP,10925,80,1
TCP,2845,80,1
TCP,48540,80,1
TCP,1417,80,1
TCP,39198,80,1
TCP,31731,80,1
TCP,42127,80,2
TCP,59417,80,1
TCP,794,80,1
TCP,33110,80,1
TCP,50118,80,3
TCP,52806,80,2
TCP,65210,80,1
TCP,14575,80,1
TCP,10649,80,1
TCP,54203,80,1
TCP,1240,80,1
TCP,30967,80,1
TCP,52151,80,1
TCP,32084,80,1
TCP,35924,80,2
TCP,44412,80,1
TCP,80,48073,1
TCP,54458,80,1
TCP,59489,80,1
TCP,12374,80,1
TCP,80,11983,1
TCP,8045,80,2
TCP,33629,80,1
TCP,16508,80,1
TCP,3747,80,1
TCP,28803,80,1
TCP,18010,80,1
TCP,12379,80,2
TCP,80,7450,1
TCP,80,25014,1
TCP,80,25519,1
TCP,46698,80,1
TCP,80,39005,1
TCP,80,52735,1
TCP,44036,80,1
TCP,46528,80,2
TCP,64528,80,1
TCP,33167,8080,1
TCP,80,36198,1
TCP,51079,80,1
TCP,38818,80,3
TCP,80,36854,2
TCP,24119,80,1
TCP,56128,80,1
TCP,80,64446,1
TCP,35919,80,1
TCP,80,64279,1
TCP,52562,443,1
TCP,33573,80,4
TCP,80,2189,1
TCP,58980,80,1
TCP,15797,80,1
TCP,12393,80,1
TCP,14150,80,1
TCP,5383,80,1
TCP,60756,80,1
TCP,80,58698,1
TCP,27445,80,1
TCP,26626,80,1
TCP,48747,80,1
TCP,4778,80,2
TCP,24281,80,1
TCP,80,11323,1
TCP,33827,80,1
TCP,37221,80,1
TCP,36361,80,1
TCP,80,22089,1
TCP,52923,80,1
TCP,25202,80,1
TCP,31145,80,2
TCP,54415,80,1
TCP,50121,80,1
TCP,59120,80,1
TCP,80,17357,1
TCP,80,30863,1
TCP,19788,80,1
TCP,45739,80,1
TCP,58604,80,1
TCP,50605,80,1
TCP,80,10303,1
TCP,80,56469,1
TCP,35982,80,1
TCP,14937,80,1
TCP,80,18549,1
TCP,2448,80,1
TCP,36135,80,1
TCP,39292,80,1
TCP,4101,80,1
TCP,4992,80,2
TCP,43401,80,1
TCP,10051,80,2
TCP,59753,80,1
TCP,36122,80,1
TCP,34359,80,1
TCP,40031,80,1
TCP,20366,80,2
TCP,8364,80,1
TCP,80,53249,1
TCP,80,23319,1
TCP,40062,80,2
TCP,19838,80,1
TCP,63980,80,1
TCP,43127,80,1
TCP,37293,80,1
TCP,26442,80,1
TCP,16688,80,1
TCP,80,23920,1
TCP,30576,80,1
TCP,18670,80,1
TCP,46347,80,1
TCP,80,58116,1
TCP,51738,80,1
TCP,33539,80,2
TCP,38316,80,1
UDP,3002,39937,1
TCP,63835,80,1
TCP,51710,80,1
TCP,1773,80,1
TCP,51537,80,1
TCP,65200,80,1
TCP,54729,80,1
TCP,57044,80,1
TCP,50370,80,1
TCP,46362,80,2
TCP,44637,80,1
TCP,19191,80,2
TCP,64024,80,1
TCP,63154,80,1
TCP,50795,80,2
TCP,80,47895,1
TCP,36530,80,1
TCP,13628,80,1
TCP,65051,80,1
TCP,55204,80,1
TCP,80,42148,1
TCP,38558,80,1
TCP,36516,80,2
TCP,34484,80,1
TCP,64480,80,1
TCP,10660,80,1
TCP,80,25878,1
TCP,18779,80,1
TCP,80,11956,1
TCP,80,39159,1
TCP,55165,80,1
TCP,80,44591,1
TCP,3834,80,1
TCP,80,38925,1
UDP,39136,34035,1
TCP,5566,80,1
TCP,43252,80,1
TCP,80,20573,1
TCP,49108,80,1
TCP,9349,80,1
TCP,34437,80,1
TCP,80,6649,1
TCP,63815,80,2
TCP,2555,80,1
TCP,80,39908,1
TCP,52126,80,1
TCP,52858,80,1
TCP,80,20522,1
TCP,60093,80,1
TCP,80,26896,1
TCP,80,5338,1
TCP,52080,80,1
TCP,21320,80,1
TCP,20927,80,1
TCP,54516,80,1
TCP,80,60084,1
TCP,50498,80,1
TCP,14826,80,1
TCP,58599,80,1
TCP,30759,80,1
TCP,59111,80,1
TCP,56595,80,1
TCP,80,10713,1
TCP,36698,80,1
TCP,80,57851,1
TCP,36042,80,1
TCP,80,15787,1
TCP,58053,80,1
TCP,4548,80,1
TCP,62024,80,1
TCP,80,2290,1
TCP,29896,80,1
TCP,80,17341,1
TCP,51426,80,1
TCP,80,22528,1
TCP,80,3637,1
TCP,80,51364,1
TCP,12438,80,1
TCP,3329,80,2
TCP,62026,80,1
TCP,29257,80,1
TCP,16129,80,1
TCP,80,47000,1
TCP,57909,80,1
TCP,10581,80,1
TCP,6391,80,2
TCP,14292,80,1
TCP,35449,80,1
TCP,80,5293,1
TCP,59163,80,2
TCP,80,9714,1
TCP,16506,80,1
TCP,2329,80,1
TCP,80,27749,1
TCP,7447,80,1
TCP,21057,80,1
TCP,51883,80,1
TCP,9907,80,1
TCP,80,41484,1
TCP,80,26184,1
TCP,25214,80,1
TCP,50274,80,1
TCP,41148,80,1
TCP,55726,80,1
TCP,3969,80,1
TCP,41380,80,1
TCP,59203,80,1
TCP,80,47010,1
TCP,7014,80,1
TCP,8465,80,1
TCP,80,18007,1
TCP,2573,80,1
TCP,12871,80,1
TCP,42353,80,1
TCP,22002,80,1
TCP,49466,80,1
TCP,29366,80,1
TCP,24461,80,1
TCP,80,15216,1
TCP,29448,80,2
TCP,47526,80,1
TCP,31337,80,1
TCP,80,38938,1
TCP,15355,80,2
TCP,60732,80,2
TCP,60627,80,1
TCP,17130,80,1
TCP,80,33945,1
TCP,33023,80,1
TCP,18471,80,1
TCP,15248,80,1
TCP,11469,80,1
TCP,39669,80,1
TCP,80,35725,1
TCP,80,53034,1
TCP,42175,80,2
TCP,5089,80,1
TCP,25696,80,1
TCP,52657,80,1
TCP,11561,80,1
TCP,16589,80,1
TCP,80,21014,1
TCP,42281,80,1
TCP,53044,80,2
TCP,2015,80,1
TCP,52675,80,1
TCP,80,13247,1
TCP,80,56500,1
TCP,32847,80,1
TCP,2682,80,1
TCP,32806,80,1
TCP,59644,80,1
TCP,53519,80,1
TCP,11093,80,1
TCP,3932,80,1
TCP,22676,80,1
TCP,16735,80,1
TCP,80,43468,1
TCP,41238,80,1
TCP,40459,80,1
TCP,80,52604,1
TCP,29234,80,1
TCP,29482,80,1
TCP,80,32021,1
TCP,9552,80,1
TCP,45023,80,1
TCP,42029,80,1
TCP,57916,80,2
TCP,7667,80,1
TCP,59731,80,1
TCP,65250,80,1
TCP,80,50459,1
TCP,45909,80,1
TCP,58925,80,1
TCP,25973,80,1
TCP,57409,80,1
TCP,64523,80,1
TCP,57460,80,1
TCP,42208,80,2
TCP,46485,80,1
TCP,17056,80,1
TCP,34983,80,1
TCP,43063,80,1
TCP,80,25446,1
TCP,48981,80,1
TCP,37326,80,1
TCP,80,11555,1
TCP,50777,80,1
TCP,50999,80,1
TCP,60668,80,1
TCP,19500,80,1
TCP,16009,80,2
TCP,62192,80,1
TCP,80,44747,1
TCP,27216,80,1
TCP,80,21121,1
TCP,80,26917,1
TCP,4343,80,1
TCP,22413,80,1
TCP,44876,80,1
TCP,43335,80,1
TCP,80,49047,1
TCP,59019,80,1
TCP,64765,80,1
UDP,2051,46288,1
TCP,80,49983,1
TCP,80,29548,1
TCP,27194,80,1
TCP,10730,80,2
TCP,14146,80,1
TCP,80,8211,1
TCP,14878,80,1
TCP,1390,80,1
TCP,55872,80,1
TCP,80,52212,1
TCP,29444,80,1
TCP,80,7604,1
TCP,33607,80,1
TCP,28255,80,1
TCP,49576,80,1
TCP,13242,80,1
TCP,9768,80,1
TCP,80,30389,1
TCP,65193,80,1
TCP,51742,80,1
TCP,29479,80,1
TCP,80,43393,1
TCP,40693,80,1
TCP,17406,80,2
TCP,80,26043,1
TCP,32893,80,1
TCP,9235,80,1
TCP,80,31371,1
TCP,42780,80,1
TCP,11065,80,1
TCP,80,63956,1
TCP,3903,80,2
TCP,80,43167,1
TCP,33183,80,1
TCP,53142,80,1
TCP,80,2571,1
TCP,60340,80,1
TCP,46595,80,1
TCP,5835,80,1
TCP,17672,80,1
TCP,40105,80,1
TCP,80,34246,1
TCP,16650,80,1
TCP,80,62922,1
TCP,3596,80,1
TCP,63777,80,1
TCP,23882,80,1
TCP,54023,80,1
TCP,61988,80,1
TCP,9567,443,1
TCP,34536,80,1
TCP,80,7835,1
TCP,80,18766,1
TCP,20576,80,1
TCP,57680,80,1
TCP,80,12393,1
TCP,80,38985,1
TCP,80,18046,1
TCP,61942,80,1
TCP,56359,80,1
TCP,80,42245,1
TCP,26633,80,1
TCP,80,12224,1
TCP,63404,80,3
TCP,80,1842,1
TCP,80,32918,1
TCP,9168,80,1
TCP,48632,80,1
TCP,80,25693,1
TCP,80,18122,1
TCP,80,20448,1
TCP,33362,80,1
TCP,23881,80,1
TCP,80,50098,1
TCP,5266,80,1
TCP,49703,80,1
TCP,49305,80,1
TCP,23288,80,1
TCP,64697,80,1
TCP,21114,80,1
TCP,39233,80,1
TCP,80,7115,1
TCP,80,27585,1
TCP,10425,80,1
TCP,61049,80,1
TCP,80,62972,1
TCP,80,58578,1
TCP,23108,80,1
TCP,80,46759,1
TCP,59285,80,1
TCP,80,44359,1
TCP,61493,80,1
TCP,80,19552,2
TCP,80,14022,1
TCP,34754,80,1
TCP,12386,80,1
TCP,21866,80,1
TCP,4971,80,1
TCP,35195,80,1
TCP,61785,80,1
TCP,57744,80,2
TCP,469,80,1
TCP,15015,80,1
TCP,80,50738,1
TCP,63301,80,1
TCP,35642,80,2
TCP,80,31205,1
TCP,14185,80,1
TCP,23342,80,1
TCP,80,21689,1
TCP,50817,80,1
TCP,24437,80,1
TCP,11375,80,1
TCP,47654,80,1
TCP,8034,80,1
TCP,23852,80,3
TCP,80,27763,1
TCP,34825,80,1
TCP,80,62296,1
TCP,12368,80,1
TCP,61548,80,1
TCP,61327,80,1
TCP,1746,80,1
TCP,3940,80,1
TCP,42640,80,1
TCP,892,80,1
TCP,26077,80,1
TCP,80,34724,1
TCP,6734,80,2
TCP,54952,80,1
TCP,55937,80,1
TCP,43157,80,1
TCP,13339,80,1
TCP,13892,80,1
TCP,80,57084,1
TCP,34297,80,1
TCP,80,50794,1
TCP,80,1893,2
TCP,55529,80,1
TCP,80,47156,1
TCP,12086,80,1
TCP,60044,80,1
